State,,District,University Type,University Name,College Name,College Type,Address,Website,Management,"Year of Establishment
",Specialised in,Location,Upload Year
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",STELLA MARIS COLLEGE FOR WOMEN ,Affiliated College,"17, CATHEDRAL ROAD, GOPALAPURAM, CHENNAI",www.stellamariscollege.edu.in,Private Aided,1947,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",ST JOSEPHS COLLEGE ,Affiliated College,"KUNDRATHUR HIGH ROAD,KOVUR, CHENNAI",stjosephcollege.in,Private Un-Aided,1993,No,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",ST LOUIS COLLEGE FOR THE DEAF ,Affiliated College,"CANAL BANK ROAD, GANDHI NAGAR,, ADYAR",stlouiscollege.net,Private Un-Aided,1993,Commerce,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",ST THOMAS COLLEGE OF ARTS AND SCIENCE ,Affiliated College,"140/6, St.Thomas Nagar,, Koyambedu,, Chennai",www.saintthomascollege.com,Private Un-Aided,1999,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",TAGORE COLLEGE OF ARTS AND SCIENCE ,Affiliated College,"CLC Works Road, New Colony, Chromepet, Chennai",www.tcas.net.in,Private Un-Aided,1998,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",TAMIL NADU INSTITUTE OF LABOUR STUDIES ,Affiliated College,"NO.5 KAMARAJAR SALAI, CHENNAI - 600 005, CHENNAI",www.tn.gov.in,State Government,1973,Management,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",THE MADRAS SANSKRIT COLLEGE AND SSV PATASALA ,Affiliated College,"84, Royapettah High Road (Thriu-vi-ka Road), Mylapore, Chennai - 600 004",www.madrassanskritcollege.com,Private Aided,1906,Sanskrit,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",THIRUMURUGAN ARTS AND SCIENCE COLLEGE ,Affiliated College,"KOSAVANPALAYAM VILLAGE, THIRUPPASUR POST, THIRUVALLUR",www.thirumurugancollege.in,Private Aided,2000,No,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",THIRUTHANGAL NADAR COLLEGE ,Affiliated College,"SELAVAYAL, SELAVAYAL, CHENNAI -51",WWW.THIRUTHANGAL NADAR COLLEGE.COM,Private Un-Aided,1997,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",TMG COLLEGE OF ARTS AND SCIENCE ,Affiliated College,"#85,MUDICHUR ROAD, MANIMANGALAM, CHENNAI",tmgcollege.edu.in,Private Un-Aided,2000,No,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",TS NARAYANASWAMI COLLEGE OF ARTS AND SCIENCE ,Affiliated College,"Thalambur Road, Navalur, Chennai",www.tsncollege.org,Private Un-Aided,1996,No,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",University Of Madras Constituent College - Nemmili ,Constituent / University College,"East Coast road, Nemmeli, Nemmeli",uccnemmeli.unom.ac.in,University,2011,No,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",University Of Madras Constituent College - Thiruvottiyur ,Constituent / University College,"NO. 36 POONTHOTTAM STREET, THIRUVOTTIYUR, CHENNAI",,University,2012,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",VALLIAMMAL COLLEGE FOR WOMEN ,Affiliated College,"E-9,ANNA NAGAR EAST, CHENNAI -600102, E-9,ANNA NAGAR EAST, CHENNAI -600102, CHENNAI",www.valliammal.edu.in,Private Un-Aided,1987,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",VEL TECH RANGA SANKU ARTS COLLEGE ,Affiliated College,"NO.42, AVADI-ALAMATHI ROAD, AVADI, CHENNAI",www.velsrscollege.com,Private Un-Aided,1998,No,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",VIDHYA SAGAR WOMENS COLLEGE ,Affiliated College,"G.S.T Road, Vedhanarayanapuram, Chengalpattu, Kancheepuram District",www.vidhyasagar.in,Private Un-Aided,2005,No,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Madras University, Chennai (Id: U-0462)",WOMENS CHRISTIAN COLLEGE ,Affiliated College,"No 51, College Road, Nungambakkam, Chennai",www.wcc.edu.in,Private Aided,1915,Arts & Science,Urban,2018
Tamil Nadu,,Chennai,Deemed University-Private ,"Meenakshi Academy of Higher Education and Research, Chennai (Id: U-0465)","Meenakshi Ammal Dental College, Maduravoyal, Chennai ",Constituent / University College,,,,,,,NO
Tamil Nadu,,Chennai,Deemed University-Private ,"Meenakshi Academy of Higher Education and Research, Chennai (Id: U-0465)","Meenakshi College of Physiotherapy, Chennai ",Constituent / University College,,,,,,,NO
Tamil Nadu,,Chennai,Institute of National Importance ,"National Institute of Fashion Technology, Hauz Khas (Id: U-0110)","NATIONAL INSTITUTE OF FASHION TECHNOLOGY, CHENNAI ",PG Center / Off-Campus Center,"NIFT Campus, Rajiv Gandhi Salai,, Taramani, Chennai, Chennai",www.nift.ac.in/chennai,Central Government,1995,No,Urban,2018
Tamil Nadu,,Chennai,Deemed University-Private ,"Ponnaiyah Ramajayam Institute of Science & Technology, Thanjavur (Id: U-0471)","PONNAIYAH RAMAJAYAM INSTITUTE OF SCIENCE AND TECHNOLOGY, CHENNAI ECR/CITY CAMPUS ",PG Center / Off-Campus Center,,,,,,,NO
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. Ambedkar Law University, Chennai (Id: U-0480)",Dr Ambedkar Govt Law College ,Affiliated College,"ESPLANADE ROAD, HIGH COURT CAMPUS, CHENNAI",www.draglc.ac.in,State Government,1891,Law,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",ANNAI VEILANKANNIS COLLEGE OF NURSING ,Affiliated College,"33/1 Gandhi Road, Nedungundrum, Chennai, 33/1 Gandhi Road, Nedungundrum, Chennai, Chennai",www.annaiveilankannis.com,Private Un-Aided,2010,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",ANNAI VEILANKANNI S PHARMACY COLLEGE ,Affiliated College,"NO 81 V G P SALAI, SAIDAPET, CHENNAI",www.annaiveilankannis.com,Private Un-Aided,1995,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",APOLLO COLLEGE OF NURSING ,Affiliated College,"Vanagaram to Ambattur Main Road, Ayanambakkam, Chennai",www.apollohospitalseducation.com,Private Aided,1997,Nursing,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",APOLLO HOSPITAL ENTERPRISE LIMITED ,Affiliated College,"Apollo Annexe building., 16 Wallace garden, 1st. street, Chennai",www.apollohospitals.com,Private Un-Aided,2013,Medical-Allopathy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",APOLLO INSTITUTE OF HOSPITAL MANAGEMENT & ALLIED SCIENCES ,Affiliated College,"168/85, Ayanambakkam,, Vanagaram to Ambattur Main Road,, Chennai",apollohospitalseducation.com,Private Un-Aided,1992,Para Medical,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",APOLLO MED SKILLS LIMITED ,Affiliated College,"No.289, Vikram studios Building, II Floor,, West sivan koil street , Vadapalani ,, Chennai",www.apollomedskills.com,Private Aided,2012,Technical,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","ARUL INSTITUTE OF PARAMEDICAL SCIENCES AND RESEARCH, ",Affiliated College,"No.23/2, 56/2, Venugopalaswami Koil Street, Perambur, Chennai",www.dracah.com,Private Aided,2013,Nursing,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",BILROTH COLLEGE OF NURSING ,Affiliated College,"No.2, Mettukuppam Road, Maduravoyal, Chennai",www.billrothcollegeofnursing.com,Private Un-Aided,2007,Nursing,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",CANCER INSTITUTE ,Affiliated College,"Canal Bank Road     Gandhi Nagar, Adyar Chennai  600020, Chennai",www.cancerinstitutewia.org,Private Aided,1954,Medical-Allopathy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",CANCER INSTITUTE ,Affiliated College,"Canal Bank Road     Gandhi nagar, Adyar   Chennai, Chennai",www.cancerinstitute.in,Private Aided,1954,Para Medical,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",C.L.BAID METHA COLLEGE OF PHARMACY ,Affiliated College,"Rajiv Gandhi Salai, Old Mahabalipuram Road, Thorapakkam, Chennai 600 097.",www.clbaidmethacollege.com,Private Un-Aided,1980,Para Medical,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",CSI KALYANI COLLEGE OF ALLIED HEALTH SCIENCES ,Affiliated College,"#15,Dr.Radha Krishnan Salai, Mylapore, Chennai",www.csikalyanihospital.com,Private Aided,1909,Medical-Others,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",CSI KALYANI  COLLEGE OF NURSING ,Affiliated College,"CSI KALYANI GENERAL HOSPITAL, NO.15. RADHAKRISHNAN SALAI, MYLAPORE, CHENNAI - 600 004.",www.csikalyanihospital.com,Private Un-Aided,1955,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",Dr.A.RAMACHANDRAN'S DOANETES HOSPITAL & INDIA  DIABETES RESEARCH FOUNDATION ,Affiliated College,"No. 28 Marshalls Road, Egmore, Chennai 600008",www.ardiabetes.org,Private Un-Aided,2007,Medical-Allopathy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","DR.KAMAKSHI MEMORIAL HOSPITAL PVT. LTD., ",Affiliated College,"No.1, Radial Road,, Pallikarani, Chennai",www.drkmh.com,Private Un-Aided,2005,The TamilNadu Dr.M.G.R. Medical University,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",Dr.MOHAN'S  DIABETES EDUCATION ACADEMY ,Affiliated College,"6B Conran Smith Road, Gopalapuram, Chennai",www.drmohansdiabetes.com,Private Un-Aided,1991,Medical-Others,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",Dr.MOHAN'S  DIABETES SPECIALITIES CENTRE & Dr.MOHAN'S  DIABETES EDUCATION ACADEMY ,Affiliated College,"No 6 B Conran smith road, Gopalapuram, Chennai",www.drmohansdiabetes.com,Private Un-Aided,1991,Medical-Others,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",ESI MEDICAL COLLEGE & ESI-PGIMSR ,Affiliated College,"ASHOK PILLAR ROAD,, K.K. NAGAR,, CHENNAI 600078",esicmcpgimsrchennai.ac.in,Central Government,2011,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",GLOBAL HOSPITALS & HEALTH CITY ,Affiliated College,"GLOBAL COLLEGE OF ALLIED HEALTH SCIENCES, 439, CHERAN NAGAR, PERUMBAKKAM, CHENNAI -600100",www.globalhospitalsindia.com,Private Aided,2007,ALLIED HEALTH SCIENCES,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",GLOBAL HOSPITALS & HEALTH CITY ,Affiliated College,"GLOBAL HOSPITAL AND HEALTH CITY, 439, CHERAN NAGAR, PERUMBAKKAM, CHENNAI - 600100",www.globalhospitalsindia.com,Private Aided,2007,Medical-Others,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",GOVERNMENT INSTITUTE OF REHABILITATION AND MEDICINE ,Affiliated College,"KK nagar, chennai 83, chennai",,State Government,1959,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",GOVERNMENT KILPAUK MEDICAL COLLEGE ,Affiliated College,"Poonamallee High Road, Kilpauk, Chennai",www.gkmc.in,State Government,1960,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","GOVERNMENT MEDICAL COLLEGE, OMANDURAR ESTATE ",Affiliated College,"Government Medical College, Omandurar Government Estate,, Walaja Road, Chennai 600 002, Chennai",www.gmcoge.tn.gov.in,State Government,2015,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",GOVERNMENT SIDDHA MEDICAL COLLEGE ,Affiliated College,"Arignar Anna Govt Hospital of Indian Medicine Campus, Arumbakkam, Chennai",http://www.gsmcchennai.ac.in,State Government,1985,Medical-Others,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",GOVERNMENT UNANI MEDICAL COLLEGE ,Affiliated College,"3rd Avenue,Anna Nagar,Chennai-40, Arumbakkam,Chennai-106, Chennai",www.gumcchennai.com,State Government,1979,Medical-Others,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","GOVERNMENT YOGA AND NATUROPATHY COLLEGE, ARINGNAR ANNA GOVT. HOSPITAL OF INDIAN MEDICINE CAMPUS ",Affiliated College,"ARIGNAR  ANNA GOVT.HOSPITAL OF INDIAN MEDICINE CAMPUS, ARUMBAKKAM, CHENNAI 600 106",,State Government,2000,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",HINDU MISSION COLLEGE OF NURSING ,Affiliated College,"103,GST ROAD, TAMBARAM WEST, TAMBARAM, CHENNAI",www.hindumissionhospital.org,Private Un-Aided,2012,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",INDIA HEART FOUNDATION ,Affiliated College,"No 7, Nandanam extn, 11th st, Nandanam, Chennai",www.vhospitals.com,Private Un-Aided,2010,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","INTERNATIONAL CENTRE FOR CARDIO THERACIC AND VASCULAR DISEASES, Dr.K.M.CHERIAN HEART FOUNDATION, FRONTIER LIFE PVT.,LTD., ",Affiliated College,"R 30 C, Ambattur Industrial Estate Road, Mogappair, chennai",www.frontierlifeline.com,Private Un-Aided,2010,Medical-Others,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",ISHWAR INSTITUTE OF PROSTHETICS & ORTHOTICS ,Affiliated College,"AA 23, 3rd Street, 3rd Main Road, Annanagar, Chennai",www.iipoinstitute.in,Private Un-Aided,2010,Para Medical,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","JAYA COLLEGE OF PARAMEDICAL SCIENCES, COLLEGE OF PHARMCY ",Affiliated College,"C.T.H.ROAD, THIRUNINRAVUR, CHENNAI",www.jcp.co.in,Private Un-Aided,2005,No,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","JAYA COLLEGE OF PARAMEDICAL SCIENCES, COLLEGE OF PHYSIOTHERAPY ",Affiliated College,"MTH ROAD,, THIRUNINRAVUR, CHENNAI",www.jayagc.org,Private Un-Aided,2000,Physiotherapy,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",J V COLLEGE OF NURSING ,Affiliated College,"16, TAYLOR'S ESTATE, Ist STREET,, KODAMBAKKAM,, CHENNAI",,Private Un-Aided,2007,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",KANCHI KAMAKOTI CHILDS TRUST HOSPITAL ,Affiliated College,"12-A, Nageswara Road,, Nungambakkam,, CHENNAI - 600 034",www.kkcth.org,Private Aided,1979,Medical-Others,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",KING INSTITUTE OF PREVENTIVE MEDICINE & RESEARCH ,Affiliated College,"TVK INDUSTRIAL ESTATE, GUINDY, CHENNAI",,State Government,1899,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",K.K. COLLEGE OF PHARMACY ,Affiliated College,"1/161 SANKARALINGANAR ROAD, GERUGAMBAKKAM, CHENNAI",www.kkcp.ac.in,Private Un-Aided,1992,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",M.A. CHIDAMBARAM COLLEGE OF NURSING ,Affiliated College,"VHS Campus, T.T.T.I Post, Taramani, Rajiv Gandhi Salai, Chennai",www.macnursing.org,Private Un-Aided,1992,Nursing,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",MADHA COLLEGE OF NURSING ,Affiliated College,"Madha Nagar, Somangalam Road, Kunrathur, Chennai, Madha Nagar, Somangalam Road, Kunrathur, Chennai, Chennai",www.madhacollegeofnursing@gmail.com,Private Un-Aided,1998,Nursing,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",MADHA COLLEGE OF PHYSIOTHERAPY ,Affiliated College,"MADHA NAGAR,SOMONGALAM ROAD, KUNDRATHUR, CHENNAI",WWW.MADHAGROUPS.ORG,Private Un-Aided,1998,Physiotherapy,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",MADHA DENTAL COLLEGE AND HOSPITA ,Affiliated College,"MADHA NAGAR, KUNDRATHUR, CHENNAI-600 069",www.madhadentalcollege.com,Private Un-Aided,2007,Medical-Dental,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",MADRAS ENT RESEARCH FOUNDATION ,Affiliated College,"NO.1 FIRST CROSS STREET, OFF II MAIN ROAD, RAJA ANNAMALAIPURAM, CHENNAI - 600028",www.merfmk.com,Private Un-Aided,1996,Medical-Others,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","MADRAS MEDICAL COLLEGE, COLLEGE OF NURSING ",Affiliated College,"COLLEGE OF  NURSING, MADRAS MEDICAL COLLEGE CHENNAI, CHENNAI, COLLEGE OF  NURSING, MADRAS MEDICAL COLLEGE CHENNAI, CHENNAI, Chennai",www.mmc.tn.gov.in,State Government,1967,Nursing,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","MADRAS MEDICAL COLLEGE, COLLEGE OF PHARMACY ",Affiliated College,"No.1 EVR Periyar salai, Park Town, Chennai-03, Chennai-03",www.mmc.tn.gov.in,State Government,1939,Pharmacy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",MADRAS MEDICAL COLLEGE & GOVT. GENERAL HOSPITAL ,Affiliated College,"EVR PERIYAR SALAI, PARK TOWN, CHENNAI - 600 003, CHENNAI",www.mmc.ac.in,State Government,1835,Para Medical,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",MADRAS MEDICAL COLLEGE & HOSPITAL  ,Affiliated College,"EVR Periyar Salai, Park Town, Chennai 600003., Chennai",www.mmc.ac.in,State Government,1835,Medical-Allopathy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","MEDALL HEALTH CARE PVT. LT., ",Affiliated College,"67, TNPL Building, Guindy, Chennai",www.medall.in,State Government,2009,Medical-Others,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",MEDINDIA HOSPITALS ,Affiliated College,"83 Valluvarkottam High Road, Nungambakkam, Chennai",www.medindiahospitals.com,Private Un-Aided,2001,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",MEDISCAN SYSTEMS ,Affiliated College,"NO.197, Dr. Natesan Road, Mylapore, Chennai",www.medisscansystems.org.in,Private Un-Aided,1982,Medical-Others,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",MERF INSTITUTE OF SPEECH AND HEARING ,Affiliated College,"New no. 1 old no. 1/1 South Canal bank road,, mandhavelipakkam, Chennai",www.merfish.org,Private Un-Aided,2006,Medical-Others,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",MIOT ACADEMY OF ALLIED HEALTH SCIENCES ,Affiliated College,"4/112, Mount Poonamalle High Road, Manapakkam, Chennai",www.miot-aahs.com,Private Un-Aided,2010,Para Medical,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",MMM COLLEGE OF HEALTH SCIENCES ,Affiliated College,"No. 36/1, Tulip Avenue, Annai Indira Nagar, Mogappair East, Chennai - 600107, Chennai",www.mmmchs.org,Private Un-Aided,2007,Para Medical,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",M.N. COLLEGE OF OPTOMETRY ,Affiliated College,"NO.779, T.H.ROAD, TONDIARPET,, CHENNAI",www.mncollegeopto.com,Private Un-Aided,2011,No,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",MOHAMED A.J. COLLEGE OF PHYSIOTHERAPY,Affiliated College,"144/1, NUNGAMBAKKAM HIGH ROAD, CHENNAI - 600034, CHENNAI",www.msajphysio-edu.in,Private Un-Aided,2002,Physiotherapy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",MOHAMED SATHAK A.J. COLLEGE OF NURSING ,Affiliated College,"No 34 Rajiv Gandhi Road (OMR), IT Highway,, Siruseri,  Chennai   603103, Chennai",www.msajcnursing-edu.in,Private Un-Aided,2001,No,Rural,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",MOHAMED SATHAK A.J. COLLEGE OF PHARMACY ,Affiliated College,"MEDAVAKKAM HIGH ROAD, SHOLINGANALLUR, CHENNAI-600119",www.msajcpharm-edu.in,Private Un-Aided,1998,Pharmacy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",M.V. HOSPITAL FOR DIABETES & PROF.M.VISWANATHAN DIABETES RESEARCH CENTRE ,Affiliated College,"No 4 West Madha Road, Royapuram,Chennai 13, No 4 West Madha Road, Royapuram,Chennai 13, Chennai",http://www.mvdiabetes.com/,Private Un-Aided,1954,Medical-Allopathy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",NATIONAL INSTITUTE OF  SIDDHA ,Affiliated College,"No 4 West Madha Road, Royapuram,Chennai 13, No 4 West Madha Road, Royapuram,Chennai 13, Chennai",www.mvdiabetes.com,Private Un-Aided,1954,Medical-Allopathy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",NITRA INSTITUTE OF SLEEP SCIENCES ,Affiliated College,"GST Road, Tambaram Sanatorium, Chennai",www.nischennai.org,Central Government,2004,Siddha,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",OMAYAL ACHI COLLEGE OF NURSING ,Affiliated College,"Door No. 29 Plot No. 1997, J block, 13th Main Road, Annanagar, Chennai",www.nithra.com,University,2004,The Tamilnadu Dr.MGR Medical University,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",OMAYAL ACHI COLLEGE OF NURSING ,Affiliated College,"NO:45, AMBATTUR ROAD,, PUZHAL,, CHENNAI",www.omayaln.com,Private Un-Aided,1992,Nursing,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)","PEDIATRIC EMERGENCY UNIT, INSTITUTE  OF CHILD HEALTH AND HOSPITAL FOR CHILDREN ",Affiliated College,"NO: 45, AMBATTUR ROAD, PUZHAL, CHENNAI-66, CHENNAI",www.omayaln.com,Private Un-Aided,1992,Nursing,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",RAGAS DENTAL COLLEGE & HOSPITAL ,Affiliated College,"INSTITUTE OF CHILD HEALTH AND HOSPITAL FOR CHILDREN, 18, HALLS ROAD, EGMORE, CHENNAI",www.mmc.ac.in,State Government,1955,Medical-Allopathy,Urban,2018
Tamil Nadu,,Chennai,State Public University ,"Tamil Nadu Dr. M.G.R. Medical University , Chennai (Id: U-0481)",RAJALAKSHMI COLLEGE OF NURSING ,Affiliated College,"2/102, EAST COAST ROAD, UTHANDI, CHENNAI -600 119, 2/102, EAST COAST ROAD, UTHANDI, CHENNAI-600 119, CHENNAI",www.rdc.org,Private Un-Aided,1988,Medical-Dental,Urban,2018
